"eco_values","species","latitude","longitude","date_obs","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","occurrence_id","tmax_mean_c","prec_annual","tas_current_october_c","tas_future_october_2050_c","delta_tas_october_c","NDVI"
173,"Tyto alba",42.7691909811,13.712875396,2025-08-28,"inat","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",229,315,18.4083333333334,870,15.65,16.55,0.899999999999977,0.4952
173,"Athene noctua",38.6710665974,16.5307116462,2026-04-19,"inat","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",40,316,20.9166666666667,948,19.65,20.45,0.800000000000011,0.3555
173,"Tyto alba",43.049323,10.577764,NA,"gbif","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",57,317,18.4583333333334,685,17.95,18.85,0.899999999999977,0.6244
173,"Athene noctua",45.3212560114,11.6519766301,2026-03-19,"inat","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",51,318,18.2333333333333,598,14.2500000000001,15.45,1.19999999999999,0.7085
173,"Athene noctua",45.668393,9.791003,2026-04-06,"gbif","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",228,319,16.8416666666667,958,12.95,14.15,1.19999999999999,0.6761
173,"Tyto alba",40.385046,15.088695,NA,"gbif","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",184,320,20.0583333333334,1466,17.7500000000001,18.55,0.799999999999955,0.683
173,"Tyto alba",43.497936,11.640728,NA,"gbif","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",253,321,18.8916666666667,551,14.55,15.55,1,0.7221
173,"Tyto alba",42.3356813578,11.9580321014,2025-08-15,"inat","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",163,322,19.7916666666667,759,16.45,17.35,0.899999999999977,0.5887
173,"Athene noctua",40.895503,14.0665589,2026-05-06,"inat","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",19,323,19.4,1067,18.7500000000001,19.55,0.799999999999955,0.5562
173,"Athene noctua",46.2215650045,13.1257069856,2026-03-15,"inat","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",203,324,16.2500000000001,1272,12.85,13.95,1.10000000000002,0.6744
173,"Tyto alba",43.9407013,8.0127558,2016-03-26,"inat","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",109,325,17.9666666666667,688,16.65,17.95,1.30000000000001,0.3935
173,"Athene noctua",42.4324445942,13.2804079146,2026-04-19,"inat","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",707,326,16.7583333333334,1012,13.45,14.45,1,0.6784
173,"Tyto alba",43.63674,11.473252,NA,"gbif","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",150,327,19.3083333333333,665,15.05,16.05,1,0.5392
173,"Athene noctua",46.221565,13.125707,2026-03-15,"gbif","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",203,328,16.2500000000001,1272,12.85,13.95,1.10000000000002,0.6744
173,"Tyto alba",43.548905,11.855955,2026-01-28,"gbif","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",259,329,18.6333333333334,656,14.55,15.55,1,0.6388
173,"Athene noctua",45.5993505098,11.4733716548,2026-05-09,"inat","Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist",100,150,37,"Warm Temperate Moist Cropland on Mountains","#649625",64,330,17.5583333333334,771,13.95,15.05,1.09999999999997,0.6447
174,"Tyto alba",43.546122,11.859181,2026-03-10,"gbif","Warm Temperate","Moist","Sparsely or Non vegetated","Mountains","Warm Temperate Moist",126,149,37,"Warm Temperate Moist Sparsely or Non vegetated on Mountains","#7E9525",261,331,18.525,661,14.35,15.35,1,0.5345
174,"Tyto alba",43.5461224626,11.8591808368,2026-03-10,"inat","Warm Temperate","Moist","Sparsely or Non vegetated","Mountains","Warm Temperate Moist",126,149,37,"Warm Temperate Moist Sparsely or Non vegetated on Mountains","#7E9525",261,332,18.525,661,14.35,15.35,1,0.5345
176,"Tyto alba",43.9526363057,10.4312380104,2025-10-05,"inat","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",285,333,17.1916666666667,1016,14.45,15.45,1,0.7337
176,"Tyto alba",43.8364,10.3565,2025-02-21,"gbif","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",10,334,18.7833333333334,937,16.65,17.65,1,0.6757
176,"Tyto alba",38.918189,16.298008,NA,"gbif","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",51,335,20.275,1363,19.15,19.95,0.800000000000011,0.5833
176,"Tyto alba",40.203546,15.55846,NA,"gbif","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",400,336,19.2166666666667,1255,15.2500000000001,16.05,0.799999999999955,0.8247
176,"Tyto alba",43.8364,10.3565,2025-02-15,"gbif","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",10,337,18.7833333333334,937,16.65,17.65,1,0.6757
176,"Athene noctua",44.5986038357,8.8856808982,2026-04-08,"inat","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",591,338,15.3666666666667,970,12.35,13.55,1.19999999999999,0.7944
176,"Athene noctua",45.7061681922,9.6680971897,2026-04-30,"inat","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",312,339,16.6333333333334,1002,12.85,14.05,1.19999999999999,0.5876
176,"Athene noctua",45.700192,9.641609,2026-02-01,"gbif","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",298,340,16.425,1008,12.65,13.85,1.19999999999999,0.7316
176,"Athene noctua",45.827242607,8.8727316633,2026-04-04,"inat","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",350,341,16.5583333333334,986,13.05,14.2500000000001,1.20000000000005,0.8264
176,"Tyto alba",43.543362,12.011061,NA,"gbif","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",427,342,17.5833333333334,712,13.65,14.65,1,0.7639
176,"Tyto alba",43.0753166667,10.5990138889,2026-05-13,"inat","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",151,343,17.5416666666667,799,16.85,17.7500000000001,0.900000000000034,0.8064
176,"Tyto alba",43.8984390077,10.4676235365,2022-04-02,"inat","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",96,344,18.8833333333334,844,15.55,16.55,1,0.8594
176,"Athene noctua",45.0556303475,7.6873595772,2026-04-26,"inat","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",226,345,17.6416666666667,610,13.45,14.7500000000001,1.30000000000001,0.5106
176,"Tyto alba",42.799643,10.387972,NA,"gbif","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",349,346,16.3,676,16.85,17.7500000000001,0.900000000000034,0.7819
176,"Athene noctua",43.920403,8.056068,2026-04-02,"gbif","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",126,347,17.4833333333333,657,16.45,17.7500000000001,1.30000000000001,0.6941
176,"Athene noctua",45.827243,8.872732,2026-04-04,"gbif","Warm Temperate","Moist","Forest","Mountains","Warm Temperate Moist",49,105,3,"Warm Temperate Moist Forest on Mountains","#316903",350,348,16.5583333333334,986,13.05,14.2500000000001,1.20000000000005,0.8264
177,"Athene noctua",42.0040818334,12.3576902971,2026-04-11,"inat","Warm Temperate","Moist","Settlement","Tablelands","Warm Temperate Moist",62,63,152,"Warm Temperate Moist Settlement on Tablelands","#3E3F98",141,349,20.2583333333334,874,16.7500000000001,17.65,0.899999999999977,0.6107
177,"Athene noctua",42.0040868162,12.3577234894,2026-04-11,"inat","Warm Temperate","Moist","Settlement","Tablelands","Warm Temperate Moist",62,63,152,"Warm Temperate Moist Settlement on Tablelands","#3E3F98",141,350,20.2583333333334,874,16.7500000000001,17.65,0.899999999999977,0.6107
177,"Athene noctua",42.0040658882,12.357718125,2026-04-11,"inat","Warm Temperate","Moist","Settlement","Tablelands","Warm Temperate Moist",62,63,152,"Warm Temperate Moist Settlement on Tablelands","#3E3F98",141,351,20.2583333333334,874,16.7500000000001,17.65,0.899999999999977,0.6107
177,"Athene noctua",41.967941,12.410393,2026-02-08,"gbif","Warm Temperate","Moist","Settlement","Tablelands","Warm Temperate Moist",62,63,152,"Warm Temperate Moist Settlement on Tablelands","#3E3F98",137,352,20.3416666666667,903,16.7500000000001,17.65,0.899999999999977,0.5291
177,"Athene noctua",41.9685067681,12.4102250487,2026-05-09,"inat","Warm Temperate","Moist","Settlement","Tablelands","Warm Temperate Moist",62,63,152,"Warm Temperate Moist Settlement on Tablelands","#3E3F98",137,353,20.3416666666667,903,16.7500000000001,17.65,0.899999999999977,0.5291
178,"Tyto alba",43.755011,13.056352,NA,"gbif","Warm Temperate","Moist","Cropland","Tablelands","Warm Temperate Moist",61,89,194,"Warm Temperate Moist Cropland on Tablelands","#3D59C2",169,354,18.4333333333334,681,16.05,17.05,1,0.5479
178,"Athene noctua",41.912869,12.400693,2026-02-09,"gbif","Warm Temperate","Moist","Cropland","Tablelands","Warm Temperate Moist",61,89,194,"Warm Temperate Moist Cropland on Tablelands","#3D59C2",85,355,20.3000000000001,883,17.2500000000001,18.15,0.899999999999977,0.5646
178,"Tyto alba",42.239657,12.085534,NA,"gbif","Warm Temperate","Moist","Cropland","Tablelands","Warm Temperate Moist",61,89,194,"Warm Temperate Moist Cropland on Tablelands","#3D59C2",404,356,18.45,979,15.05,16.05,1,0.7589
180,"Tyto alba",42.1241885757,12.1228162944,2025-10-16,"inat","Warm Temperate","Moist","Forest","Tablelands","Warm Temperate Moist",69,72,136,"Warm Temperate Moist Forest on Tablelands","#454888",361,357,18.2416666666667,950,15.45,16.35,0.899999999999977,0.7144
184,"Tyto alba",40.378187,16.439986,2025-04-24,"gbif","Warm Temperate","Dry","Cropland","Mountains","Warm Temperate Dry",141,179,80,"Warm Temperate Dry Cropland on Mountains","#8DB350",320,358,21.4333333333334,474,16.55,17.35,0.800000000000011,0.4169
184,"Tyto alba",42.679957,11.142017,NA,"gbif","Warm Temperate","Dry","Cropland","Mountains","Warm Temperate Dry",141,179,80,"Warm Temperate Dry Cropland on Mountains","#8DB350",9,359,19.6416666666667,593,17.7500000000001,18.65,0.899999999999977,0.5021
184,"Athene noctua",39.6087023727,8.6056453362,2026-04-19,"inat","Warm Temperate","Dry","Cropland","Mountains","Warm Temperate Dry",141,179,80,"Warm Temperate Dry Cropland on Mountains","#8DB350",74,360,21.6916666666667,660,18.7500000000001,19.7500000000001,1,0.4601
184,"Tyto alba",40.3781870124,16.4399855149,2025-04-24,"inat","Warm Temperate","Dry","Cropland","Mountains","Warm Temperate Dry",141,179,80,"Warm Temperate Dry Cropland on Mountains","#8DB350",320,361,21.4333333333334,474,16.55,17.35,0.800000000000011,0.4169
184,"Tyto alba",37.5785716667,14.338995,2026-04-14,"inat","Warm Temperate","Dry","Cropland","Mountains","Warm Temperate Dry",141,179,80,"Warm Temperate Dry Cropland on Mountains","#8DB350",475,362,21.1083333333333,520,17.05,17.7500000000001,0.700000000000045,0.4415
184,"Tyto alba",37.947317,12.684292,NA,"gbif","Warm Temperate","Dry","Cropland","Mountains","Warm Temperate Dry",141,179,80,"Warm Temperate Dry Cropland on Mountains","#8DB350",145,363,22.525,740,19.85,20.55,0.699999999999989,0.3512
184,"Athene noctua",37.7505693802,13.1684893722,2026-04-07,"inat","Warm Temperate","Dry","Cropland","Mountains","Warm Temperate Dry",141,179,80,"Warm Temperate Dry Cropland on Mountains","#8DB350",364,364,21.1750000000001,754,18.45,19.15,0.699999999999989,0.3862
184,"Tyto alba",41.7881698171,15.4160684781,2025-09-08,"inat","Warm Temperate","Dry","Cropland","Mountains","Warm Temperate Dry",141,179,80,"Warm Temperate Dry Cropland on Mountains","#8DB350",55,365,21.7083333333334,526,17.95,18.7500000000001,0.800000000000011,0.334
184,"Tyto alba",40.638397,16.354393,NA,"gbif","Warm Temperate","Dry","Cropland","Mountains","Warm Temperate Dry",141,179,80,"Warm Temperate Dry Cropland on Mountains","#8DB350",171,366,22.2416666666667,485,16.95,17.7500000000001,0.800000000000011,0.432
184,"Tyto alba",36.852394,14.961053,NA,"gbif","Warm Temperate","Dry","Cropland","Mountains","Warm Temperate Dry",141,179,80,"Warm Temperate Dry Cropland on Mountains","#8DB350",122,367,21.5166666666667,435,20.05,20.7500000000001,0.700000000000045,0.2959
184,"Tyto alba",37.48833,13.241417,NA,"gbif","Warm Temperate","Dry","Cropland","Mountains","Warm Temperate Dry",141,179,80,"Warm Temperate Dry Cropland on Mountains","#8DB350",66,368,21.2,608,19.85,20.55,0.699999999999989,0.6598
187,"Tyto alba",40.4158133333,17.3602716667,2025-08-29,"inat","Warm Temperate","Dry","Cropland","Plains","Warm Temperate Dry",155,228,99,"Warm Temperate Dry Cropland on Plains","#9BE463",29,369,20.8083333333333,473,18.95,19.95,1,0.3989
187,"Tyto alba",40.4368133333,17.315345,2025-08-24,"inat","Warm Temperate","Dry","Cropland","Plains","Warm Temperate Dry",155,228,99,"Warm Temperate Dry Cropland on Plains","#9BE463",8,370,20.95,455,19.05,20.05,1,0.2035
187,"Tyto alba",41.446282,15.640814,NA,"gbif","Warm Temperate","Dry","Cropland","Plains","Warm Temperate Dry",155,228,99,"Warm Temperate Dry Cropland on Plains","#9BE463",50,371,22.9666666666667,455,17.95,18.65,0.699999999999989,0.2921
187,"Tyto alba",40.4276116667,17.2973633333,2025-08-24,"inat","Warm Temperate","Dry","Cropland","Plains","Warm Temperate Dry",155,228,99,"Warm Temperate Dry Cropland on Plains","#9BE463",8,372,20.8166666666667,461,19.05,20.05,1,0.2642
187,"Tyto alba",37.1099724876,14.3207676484,2025-12-13,"inat","Warm Temperate","Dry","Cropland","Plains","Warm Temperate Dry",155,228,99,"Warm Temperate Dry Cropland on Plains","#9BE463",31,373,22.0000000000001,456,20.05,20.7500000000001,0.700000000000045,0.2119
187,"Tyto alba",42.373650209,11.5595301054,2026-03-29,"inat","Warm Temperate","Dry","Cropland","Plains","Warm Temperate Dry",155,228,99,"Warm Temperate Dry Cropland on Plains","#9BE463",13,374,19.45,575,17.95,18.85,0.899999999999977,0.745
187,"Tyto alba",40.284488,18.054007,NA,"gbif","Warm Temperate","Dry","Cropland","Plains","Warm Temperate Dry",155,228,99,"Warm Temperate Dry Cropland on Plains","#9BE463",37,375,21.9583333333334,571,18.85,19.85,1,0.2359
187,"Athene noctua",39.7731483333,8.5929516667,2026-04-20,"inat","Warm Temperate","Dry","Cropland","Plains","Warm Temperate Dry",155,228,99,"Warm Temperate Dry Cropland on Plains","#9BE463",4,376,20.8916666666667,667,19.05,20.05,1,0.3998
190,"Athene noctua",41.2067079535,16.3738326075,2026-05-07,"inat","Warm Temperate","Dry","Cropland","Hills","Warm Temperate Dry",153,217,128,"Warm Temperate Dry Cropland on Hills","#99D980",152,377,20.5916666666667,486,17.45,18.45,1,0.5796
190,"Tyto alba",40.8514487592,8.2425416914,2025-10-28,"inat","Warm Temperate","Dry","Cropland","Hills","Warm Temperate Dry",153,217,128,"Warm Temperate Dry Cropland on Hills","#99D980",34,378,18.95,523,19.45,20.45,1,0.3702
190,"Tyto alba",37.6499377051,12.6885022906,2025-10-29,"inat","Warm Temperate","Dry","Cropland","Hills","Warm Temperate Dry",153,217,128,"Warm Temperate Dry Cropland on Hills","#99D980",23,379,21.1916666666667,558,20.45,21.15,0.699999999999989,0.3156
190,"Tyto alba",37.640223,12.648534,NA,"gbif","Warm Temperate","Dry","Cropland","Hills","Warm Temperate Dry",153,217,128,"Warm Temperate Dry Cropland on Hills","#99D980",47,380,20.7666666666667,559,20.45,21.15,0.699999999999989,0.4118
190,"Tyto alba",37.907816,12.514934,NA,"gbif","Warm Temperate","Dry","Cropland","Hills","Warm Temperate Dry",153,217,128,"Warm Temperate Dry Cropland on Hills","#99D980",21,381,21.6750000000001,635,20.55,21.2500000000001,0.700000000000045,0.4656
190,"Athene noctua",41.2699506715,16.3047556985,2026-05-05,"inat","Warm Temperate","Dry","Cropland","Hills","Warm Temperate Dry",153,217,128,"Warm Temperate Dry Cropland on Hills","#99D980",59,382,20.9250000000001,469,18.05,19.05,1,0.5942
191,"Tyto alba",37.474368,15.05121,NA,"gbif","Warm Temperate","Dry","Settlement","Hills","Warm Temperate Dry",173,187,99,"Warm Temperate Dry Settlement on Hills","#ADBB63",24,383,23.6916666666667,545,20.45,21.15,0.699999999999989,0.3568
191,"Tyto alba",36.7131766,14.7809948,2026-04-09,"inat","Warm Temperate","Dry","Settlement","Hills","Warm Temperate Dry",173,187,99,"Warm Temperate Dry Settlement on Hills","#ADBB63",11,384,20.7583333333334,442,21.05,21.7500000000001,0.700000000000045,0.3324
196,"Tyto alba",39.8574124955,8.6023667317,2026-05-06,"inat","Warm Temperate","Dry","Shrubland","Plains","Warm Temperate Dry",142,207,45,"Warm Temperate Dry Shrubland on Plains","#8ECF2D",5,385,21.0416666666667,667,18.95,19.95,1,0.4932
197,"Athene noctua",39.220798,9.162832,2026-02-15,"gbif","Warm Temperate","Dry","Sparsely or Non vegetated","Hills","Warm Temperate Dry",176,217,128,"Warm Temperate Dry Sparsely or Non vegetated on Hills","#B0D980",4,386,21.525,631,19.55,20.55,1,-0.0023
201,"Athene noctua",40.593183,8.34079,2026-04-15,"gbif","Warm Temperate","Dry","Sparsely or Non vegetated","Plains","Warm Temperate Dry",179,227,99,"Warm Temperate Dry Sparsely or Non vegetated on Plains","#B3E363",16,387,19.9166666666667,524,19.35,20.35,1,0.6367
